Customer ID,Age,Gender,Item Purchased,Category,Unit sold,Unit Price,Purchase_Amount_inr,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
658,48,Male,Jacket,Outerwear,3,4000,12000,Thane,M,White,Winter,4.3,Yes,Free Shipping,Yes,Yes,31,EMI,Quarterly
659,62,Male,Backpack,Accessories,1,1850,1850,Navi Mumbai,S,White,Fall,4.9,Yes,Store Pickup,Yes,Yes,8,Debit Card,Weekly
660,62,Male,Shorts,Clothing,1,2600,2600,Vasai-Virar,S,Gold,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,10,Google Pay,Weekly
661,50,Male,Coat,Outerwear,2,3950,7900,Kalyan-Dombivli,M,Olive,Fall,5,Yes,2-Day Shipping,Yes,Yes,30,Bank Transfer,Quarterly
662,57,Male,Shirt,Clothing,3,3400,10200,Noida,XL,Green,Fall,4.1,Yes,Store Pickup,Yes,Yes,26,Debit Card,Quarterly
663,24,Male,Gloves,Accessories,1,4900,4900,Gurugram,L,Magenta,Fall,2.8,Yes,Express,Yes,Yes,24,Cash,Bi-Weekly
664,59,Male,Dress,Clothing,2,4150,8300,Faridabad,M,Charcoal,Fall,4.7,Yes,Express,Yes,Yes,48,UPI,Monthly
665,63,Male,Pants,Clothing,1,4150,4150,Ghaziabad,M,Indigo,Winter,4.4,Yes,Express,Yes,Yes,26,PhonePe,Bi-Weekly
666,41,Male,Pants,Clothing,2,2750,5500,Chandigarh,M,Peach,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,29,Google Pay,Annually
667,35,Male,Hoodie,Clothing,1,1300,1300,Ludhiana,L,Turquoise,Winter,3.1,Yes,Free Shipping,Yes,Yes,15,Paytm,Quarterly
668,34,Male,Sunglasses,Accessories,2,3800,7600,Amritsar,S,Blue,Winter,2.6,Yes,Standard,Yes,Yes,44,Credit Card,Quarterly
669,49,Male,T-shirt,Clothing,1,4250,4250,Jammu,S,Turquoise,Fall,2.9,Yes,Express,Yes,Yes,36,Debit Card,Monthly
670,43,Male,Jacket,Outerwear,3,4450,13350,Srinagar,M,Gray,Spring,3.3,Yes,Free Shipping,Yes,Yes,10,Net Banking,Bi-Weekly
671,63,Male,Sweater,Clothing,3,2050,6150,Shimla,XL,Purple,Spring,4.8,Yes,Next Day Air,Yes,Yes,30,Amazon Pay,Bi-Weekly
672,38,Male,Jacket,Outerwear,2,1500,3000,Dehradun,L,Black,Winter,4.7,Yes,Express,Yes,Yes,42,EMI,Weekly
673,59,Male,Socks,Clothing,1,2650,2650,Agra,M,Peach,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,28,Bank Transfer,Quarterly
674,35,Male,Shirt,Clothing,2,3300,6600,Varanasi,M,Indigo,Spring,4.2,Yes,Free Shipping,Yes,Yes,34,Cash,Bi-Weekly
675,48,Male,Jewelry,Accessories,3,1650,4950,Prayagraj,XL,Beige,Winter,4.7,Yes,Store Pickup,Yes,Yes,39,UPI,Annually
676,64,Male,Sunglasses,Accessories,1,4300,4300,Gwalior,M,Yellow,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,39,PhonePe,Annually
677,28,Male,Pants,Clothing,3,3000,9000,Jabalpur,M,Peach,Winter,2.9,Yes,2-Day Shipping,Yes,Yes,25,Google Pay,Bi-Weekly
678,60,Male,Socks,Clothing,1,3100,3100,Raipur,S,Turquoise,Summer,2.7,Yes,Express,Yes,Yes,22,Paytm,Annually
679,27,Male,Blouse,Clothing,2,3700,7400,Goa,M,Teal,Fall,3.3,Yes,Store Pickup,Yes,Yes,21,Credit Card,Every 3 Months
680,56,Male,Sandals,Footwear,3,4750,14250,Udaipur,M,Turquoise,Fall,3.4,Yes,Express,Yes,Yes,26,Debit Card,Fortnightly
681,58,Male,Sneakers,Footwear,2,1250,2500,Jodhpur,M,Magenta,Spring,4.2,Yes,Express,Yes,Yes,4,Net Banking,Annually
682,30,Male,Shirt,Clothing,2,2950,5900,Rajkot,XL,Purple,Winter,3.8,Yes,2-Day Shipping,Yes,Yes,30,Amazon Pay,Every 3 Months
683,23,Male,Jacket,Outerwear,3,1450,4350,Vadodara,M,Brown,Summer,4,Yes,Standard,Yes,Yes,30,EMI,Bi-Weekly
684,33,Male,Sandals,Footwear,2,1800,3600,Siliguri,S,Violet,Winter,2.7,Yes,Free Shipping,Yes,Yes,46,EMI,Monthly
685,63,Male,Hat,Accessories,1,4100,4100,Guwahati,M,Yellow,Summer,4.7,Yes,Express,Yes,Yes,48,Credit Card,Monthly
686,70,Male,Blouse,Clothing,1,3550,3550,Imphal,XL,Magenta,Winter,3.5,Yes,Standard,Yes,Yes,9,Credit Card,Fortnightly
687,70,Male,Sweater,Clothing,2,1750,3500,Aizawl,L,Beige,Fall,3,Yes,2-Day Shipping,Yes,Yes,11,Cash,Fortnightly
688,19,Male,Gloves,Accessories,1,1900,1900,Shillong,XL,Turquoise,Winter,3.3,Yes,Free Shipping,Yes,Yes,43,Cash,Quarterly
689,25,Male,Scarf,Accessories,3,2950,8850,Mumbai,S,Peach,Summer,4.7,Yes,Store Pickup,Yes,Yes,2,UPI,Monthly
690,19,Male,Hoodie,Clothing,3,4550,13650,Pune,M,Orange,Summer,4.7,Yes,Express,Yes,Yes,30,PhonePe,Every 3 Months
691,25,Male,Shorts,Clothing,1,3400,3400,Delhi,XL,Red,Spring,4.8,Yes,Standard,Yes,Yes,1,Google Pay,Weekly
692,60,Male,Backpack,Accessories,9,1050,9450,Bengaluru,L,Silver,Summer,2.9,Yes,Standard,Yes,Yes,26,Paytm,Bi-Weekly
693,35,Male,Sunglasses,Accessories,1,4750,4750,Hyderabad,M,Cyan,Spring,4,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Every 3 Months
694,46,Male,Shorts,Clothing,1,2600,2600,Chennai,L,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,Yes,27,Debit Card,Every 3 Months
695,41,Male,Dress,Clothing,1,1050,1050,Kolkata,S,Charcoal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,9,Net Banking,Every 3 Months
696,30,Male,Shorts,Clothing,2,3350,6700,Ahmedabad,XL,Peach,Summer,3.7,Yes,Next Day Air,Yes,Yes,34,Amazon Pay,Every 3 Months
697,44,Male,Belt,Accessories,1,2100,2100,Surat,L,Green,Fall,2.8,Yes,Standard,Yes,Yes,38,EMI,Monthly
698,61,Male,Scarf,Accessories,3,3150,9450,Jaipur,XL,Brown,Summer,4.6,Yes,Free Shipping,Yes,Yes,35,Cash,Quarterly
699,55,Male,Boots,Footwear,2,2050,4100,Lucknow,M,Yellow,Winter,3.8,Yes,Standard,Yes,Yes,29,Bank Transfer,Weekly
700,50,Male,Handbag,Accessories,2,2300,4600,Kanpur,M,Charcoal,Fall,2.6,Yes,2-Day Shipping,Yes,Yes,20,Debit Card,Weekly
701,57,Male,Pants,Clothing,3,3950,11850,Nagpur,L,Olive,Winter,4.1,Yes,Standard,Yes,Yes,40,Bank Transfer,Monthly
702,51,Male,Boots,Footwear,1,4500,4500,Indore,L,Red,Fall,3.3,Yes,Next Day Air,Yes,Yes,29,Bank Transfer,Every 3 Months
703,18,Male,Shirt,Clothing,1,3550,3550,Bhopal,M,White,Winter,3.4,Yes,Store Pickup,Yes,Yes,15,Credit Card,Weekly
704,63,Male,Dress,Clothing,3,4350,13050,Patna,L,Pink,Summer,3,Yes,Standard,Yes,Yes,41,Cash,Weekly
705,34,Male,Hoodie,Clothing,1,3300,3300,Ranchi,S,Black,Spring,3.2,Yes,Express,Yes,Yes,1,UPI,Annually
706,25,Male,Pants,Clothing,2,4500,9000,Bhubaneswar,XL,Indigo,Summer,4.5,Yes,Free Shipping,Yes,Yes,25,PhonePe,Quarterly
707,46,Male,Jeans,Clothing,3,2350,7050,Visakhapatnam,L,Turquoise,Summer,4.8,Yes,Express,Yes,Yes,25,Google Pay,Weekly
708,59,Male,Shirt,Clothing,2,1900,3800,Vijayawada,L,Purple,Spring,3.7,Yes,Next Day Air,Yes,Yes,10,Paytm,Annually
709,37,Male,Backpack,Accessories,1,2500,2500,Kochi,L,Beige,Summer,3.4,Yes,Store Pickup,Yes,Yes,37,Credit Card,Fortnightly
710,49,Male,Jacket,Outerwear,3,3950,11850,Thiruvananthapuram,L,Charcoal,Summer,4.6,Yes,Standard,Yes,Yes,45,Debit Card,Monthly
711,22,Male,Scarf,Accessories,2,4550,9100,Coimbatore,L,Turquoise,Spring,4.1,Yes,Standard,Yes,Yes,44,Net Banking,Fortnightly
712,64,Male,Boots,Footwear,3,3000,9000,Madurai,M,Maroon,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,16,Amazon Pay,Bi-Weekly
713,42,Male,Blouse,Clothing,1,4050,4050,Mysuru,XL,Black,Summer,3.8,Yes,Next Day Air,Yes,Yes,6,Amazon Pay,Quarterly
714,37,Male,Hoodie,Clothing,1,4500,4500,Mangaluru,M,Lavender,Summer,2.6,Yes,Express,Yes,Yes,33,Amazon Pay,Bi-Weekly
715,26,Male,Jacket,Outerwear,1,3500,3500,Nashik,M,Magenta,Fall,4.4,Yes,Store Pickup,Yes,Yes,41,Amazon Pay,Fortnightly
716,33,Male,Jeans,Clothing,2,3150,6300,Aurangabad,L,Green,Spring,2.6,Yes,Express,Yes,Yes,29,Amazon Pay,Quarterly
717,30,Male,Jewelry,Accessories,3,1450,4350,Kolhapur,M,Olive,Spring,3.6,Yes,Express,Yes,Yes,9,Bank Transfer,Bi-Weekly
718,21,Male,Socks,Clothing,1,4500,4500,Thane,L,Green,Spring,4.2,Yes,Express,Yes,Yes,4,Cash,Every 3 Months
719,22,Male,Shirt,Clothing,4,1100,4400,Navi Mumbai,M,Peach,Summer,4.6,Yes,Standard,Yes,Yes,11,Cash,Annually
720,63,Male,Shorts,Clothing,3,1100,3300,Vasai-Virar,L,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,21,UPI,Bi-Weekly
721,33,Male,Jewelry,Accessories,3,3100,9300,Kalyan-Dombivli,L,Orange,Fall,3.4,Yes,Free Shipping,Yes,Yes,4,PhonePe,Weekly
722,43,Male,Blouse,Clothing,2,2850,5700,Noida,L,Silver,Summer,4.4,Yes,Next Day Air,Yes,Yes,2,Google Pay,Every 3 Months
723,27,Male,Sweater,Clothing,1,1600,1600,Gurugram,S,Blue,Summer,4.3,Yes,Store Pickup,Yes,Yes,2,Paytm,Bi-Weekly
724,35,Male,Jewelry,Accessories,2,2650,5300,Faridabad,L,Cyan,Fall,3.5,Yes,Express,Yes,Yes,33,Credit Card,Monthly
725,37,Male,T-shirt,Clothing,1,3950,3950,Ghaziabad,XL,Green,Fall,4.7,Yes,Store Pickup,Yes,Yes,3,Debit Card,Every 3 Months
726,61,Male,Hat,Accessories,3,3050,9150,Chandigarh,L,Silver,Winter,3.1,Yes,Standard,Yes,Yes,22,Net Banking,Fortnightly
727,32,Male,Shorts,Clothing,2,3900,7800,Ludhiana,L,Yellow,Summer,3.6,Yes,Next Day Air,Yes,Yes,12,Amazon Pay,Every 3 Months
728,62,Male,Sweater,Clothing,2,4850,9700,Amritsar,S,Gray,Winter,4.8,Yes,Next Day Air,Yes,Yes,50,EMI,Every 3 Months
729,29,Male,Jeans,Clothing,2,3900,7800,Jammu,M,Pink,Winter,3.7,Yes,Next Day Air,Yes,Yes,42,Cash,Every 3 Months
730,41,Male,Sunglasses,Accessories,3,2800,8400,Srinagar,L,Beige,Summer,3.2,Yes,Express,Yes,Yes,5,UPI,Every 3 Months
731,48,Male,Boots,Footwear,1,1250,1250,Shimla,M,Indigo,Summer,3.9,Yes,Standard,Yes,Yes,24,PhonePe,Fortnightly
732,43,Male,Coat,Outerwear,2,1400,2800,Dehradun,M,Red,Spring,3.5,Yes,Free Shipping,Yes,Yes,39,Google Pay,Fortnightly
733,34,Male,Shirt,Clothing,3,2850,8550,Agra,L,Blue,Spring,2.8,Yes,Express,Yes,Yes,19,Paytm,Bi-Weekly
734,45,Male,Dress,Clothing,1,1800,1800,Varanasi,L,Cyan,Fall,2.7,Yes,2-Day Shipping,Yes,Yes,20,Credit Card,Bi-Weekly
735,65,Male,Shirt,Clothing,3,3450,10350,Prayagraj,S,Violet,Winter,3.1,Yes,Express,Yes,Yes,29,Debit Card,Every 3 Months
736,61,Male,Sunglasses,Accessories,2,2400,4800,Gwalior,M,Orange,Fall,3.6,Yes,2-Day Shipping,Yes,Yes,12,Net Banking,Bi-Weekly
737,18,Male,Dress,Clothing,1,2900,2900,Jabalpur,L,Maroon,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,28,Amazon Pay,Every 3 Months
738,47,Male,Sunglasses,Accessories,3,1200,3600,Raipur,M,Teal,Spring,3.6,Yes,Store Pickup,Yes,Yes,14,EMI,Annually
739,56,Male,Sunglasses,Accessories,3,1550,4650,Goa,L,Orange,Winter,3.5,Yes,2-Day Shipping,Yes,Yes,9,Bank Transfer,Quarterly
740,64,Male,Shorts,Clothing,2,1450,2900,Udaipur,S,Purple,Summer,3.5,Yes,Free Shipping,Yes,Yes,12,Google Pay,Bi-Weekly
741,26,Male,Jeans,Clothing,1,3450,3450,Jodhpur,M,Orange,Summer,2.8,Yes,Next Day Air,Yes,Yes,36,Cash,Fortnightly
742,22,Male,T-shirt,Clothing,1,3950,3950,Rajkot,XL,Yellow,Summer,4.7,Yes,Free Shipping,Yes,Yes,46,EMI,Every 3 Months
743,64,Male,Pants,Clothing,3,1950,5850,Vadodara,M,Charcoal,Summer,3.1,Yes,Express,Yes,Yes,46,Debit Card,Quarterly
744,21,Male,Sunglasses,Accessories,1,4200,4200,Siliguri,L,Gray,Fall,4.9,Yes,Free Shipping,Yes,Yes,17,Paytm,Weekly
745,67,Male,Boots,Footwear,1,3300,3300,Guwahati,S,Charcoal,Spring,4.1,Yes,Next Day Air,Yes,Yes,39,Net Banking,Bi-Weekly
746,46,Male,T-shirt,Clothing,1,4600,4600,Imphal,L,Orange,Fall,4.7,Yes,Standard,Yes,Yes,23,UPI,Monthly
747,40,Male,Sandals,Footwear,3,2250,6750,Aizawl,M,Red,Winter,2.5,Yes,Free Shipping,Yes,Yes,50,Amazon Pay,Annually
748,51,Male,Shorts,Clothing,3,3700,11100,Shillong,L,Gold,Spring,4.4,Yes,Next Day Air,Yes,Yes,11,Credit Card,Weekly
749,35,Male,Hat,Accessories,2,1950,3900,Mumbai,L,Brown,Fall,3.9,Yes,Free Shipping,Yes,Yes,36,PhonePe,Quarterly
750,56,Male,Scarf,Accessories,1,3550,3550,Pune,M,Olive,Winter,3.7,Yes,Standard,Yes,Yes,49,Google Pay,Quarterly
751,25,Male,T-shirt,Clothing,3,4750,14250,Delhi,L,Violet,Fall,3.4,Yes,Free Shipping,Yes,Yes,16,Cash,Annually
752,65,Male,Gloves,Accessories,1,3600,3600,Bengaluru,L,Indigo,Fall,4.8,Yes,Free Shipping,Yes,Yes,12,EMI,Monthly
753,39,Male,Scarf,Accessories,2,4250,8500,Hyderabad,L,Yellow,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,32,Debit Card,Every 3 Months
754,47,Male,Boots,Footwear,2,2700,5400,Chennai,M,Teal,Fall,3.4,Yes,Store Pickup,Yes,Yes,16,Paytm,Quarterly
755,36,Male,Gloves,Accessories,3,2050,6150,Kolkata,L,Pink,Spring,2.9,Yes,Store Pickup,Yes,Yes,48,Net Banking,Quarterly
756,66,Male,Coat,Outerwear,1,1200,1200,Ahmedabad,M,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,9,UPI,Weekly
757,62,Male,Belt,Accessories,2,4950,9900,Surat,S,Orange,Summer,4.8,Yes,Standard,Yes,Yes,1,Amazon Pay,Fortnightly
758,41,Male,Hoodie,Clothing,1,1600,1600,Jaipur,M,Red,Fall,3.8,Yes,Store Pickup,Yes,Yes,33,Credit Card,Quarterly
759,66,Male,Shoes,Footwear,2,3550,7100,Lucknow,L,Peach,Summer,4.6,Yes,2-Day Shipping,Yes,Yes,43,PhonePe,Every 3 Months
760,51,Male,Dress,Clothing,2,2450,4900,Kanpur,XL,Green,Winter,2.6,Yes,Next Day Air,Yes,Yes,36,Credit Card,Fortnightly
761,33,Male,Gloves,Accessories,2,2500,5000,Nagpur,XL,Violet,Fall,3.4,Yes,Free Shipping,Yes,Yes,29,UPI,Annually
762,57,Male,Jewelry,Accessories,3,4550,13650,Indore,L,Yellow,Fall,4.2,Yes,Express,Yes,Yes,23,Paytm,Weekly
763,45,Male,Belt,Accessories,2,2300,4600,Bhopal,M,Pink,Fall,3.9,Yes,Standard,Yes,Yes,11,Cash,Fortnightly
764,61,Male,Sweater,Clothing,2,2500,5000,Patna,M,Brown,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,33,Amazon Pay,Monthly
765,55,Male,Skirt,Clothing,2,1950,3900,Ranchi,XL,Silver,Fall,4.2,Yes,Free Shipping,Yes,Yes,7,PhonePe,Quarterly
766,54,Male,Sneakers,Footwear,1,4950,4950,Bhubaneswar,M,Pink,Summer,3,Yes,Store Pickup,Yes,Yes,19,Net Banking,Quarterly
767,57,Male,Gloves,Accessories,3,2400,7200,Visakhapatnam,M,Cyan,Winter,3.6,Yes,Next Day Air,Yes,Yes,15,EMI,Monthly
768,27,Male,Coat,Outerwear,1,3850,3850,Vijayawada,M,Brown,Fall,2.5,Yes,Next Day Air,Yes,Yes,31,Google Pay,Annually
769,64,Male,Backpack,Accessories,1,4750,4750,Kochi,XL,Red,Spring,2.6,Yes,Express,Yes,Yes,31,Debit Card,Weekly
770,52,Male,Socks,Clothing,2,5000,10000,Thiruvananthapuram,M,Silver,Spring,4.3,Yes,Store Pickup,Yes,Yes,26,UPI,Monthly
771,19,Male,Sneakers,Footwear,1,2700,2700,Coimbatore,M,Gray,Spring,3.3,Yes,Express,Yes,Yes,24,PhonePe,Annually
772,22,Male,Sweater,Clothing,1,3400,3400,Madurai,L,Cyan,Fall,2.6,Yes,Next Day Air,Yes,Yes,41,Google Pay,Fortnightly
773,18,Male,Jeans,Clothing,1,1100,1100,Mysuru,L,Teal,Fall,3.6,Yes,Free Shipping,Yes,Yes,27,Paytm,Bi-Weekly
774,29,Male,Hat,Accessories,1,4200,4200,Mangaluru,L,Indigo,Winter,2.6,Yes,Express,Yes,Yes,11,Credit Card,Bi-Weekly
775,42,Male,Hat,Accessories,2,2300,4600,Nashik,M,Yellow,Summer,3.5,Yes,Standard,Yes,Yes,19,Debit Card,Quarterly
776,49,Male,Handbag,Accessories,2,2650,5300,Aurangabad,S,Gold,Winter,3,Yes,Store Pickup,Yes,Yes,34,Cash,Monthly
777,49,Male,Shirt,Clothing,3,3000,9000,Kolhapur,M,Maroon,Spring,5,Yes,Standard,Yes,Yes,7,Net Banking,Every 3 Months
778,55,Male,Socks,Clothing,3,1600,4800,Thane,XL,Silver,Spring,2.5,Yes,Express,Yes,Yes,13,Amazon Pay,Weekly
779,29,Male,Socks,Clothing,2,2500,5000,Navi Mumbai,M,Yellow,Summer,2.9,Yes,Store Pickup,Yes,Yes,32,EMI,Annually
780,60,Male,Dress,Clothing,5,4700,23500,Vasai-Virar,M,Blue,Spring,4.6,Yes,Express,Yes,Yes,34,UPI,Annually
781,34,Male,Shoes,Footwear,1,1300,1300,Kalyan-Dombivli,M,Turquoise,Spring,3.6,Yes,Free Shipping,Yes,Yes,46,PhonePe,Quarterly
782,30,Male,Scarf,Accessories,3,2200,6600,Noida,L,Indigo,Winter,3,Yes,Store Pickup,Yes,Yes,32,Google Pay,Fortnightly
783,28,Male,Hoodie,Clothing,1,2850,2850,Gurugram,M,Green,Summer,4.5,Yes,Standard,Yes,Yes,37,Paytm,Weekly
784,63,Male,T-shirt,Clothing,2,3250,6500,Faridabad,L,Purple,Winter,4.5,Yes,Next Day Air,Yes,Yes,29,Credit Card,Fortnightly
785,31,Male,Jeans,Clothing,1,3600,3600,Ghaziabad,M,Peach,Winter,3.2,Yes,Store Pickup,Yes,Yes,28,Debit Card,Every 3 Months
786,46,Male,Shorts,Clothing,3,3100,9300,Chandigarh,S,Purple,Spring,4,Yes,Next Day Air,Yes,Yes,1,Cash,Fortnightly
787,70,Male,Hat,Accessories,3,1050,3150,Ludhiana,S,Teal,Winter,4.8,Yes,Express,Yes,Yes,6,Net Banking,Every 3 Months
788,53,Male,Handbag,Accessories,1,4250,4250,Amritsar,S,Green,Spring,3.7,Yes,Free Shipping,Yes,Yes,25,Amazon Pay,Weekly
789,50,Male,Pants,Clothing,1,2550,2550,Jammu,XL,Yellow,Summer,3.8,Yes,Store Pickup,Yes,Yes,18,EMI,Quarterly
790,33,Male,Handbag,Accessories,1,4200,4200,Srinagar,S,Purple,Fall,2.7,Yes,Standard,Yes,Yes,36,Cash,Bi-Weekly
791,22,Male,Sweater,Clothing,3,1850,5550,Shimla,M,Indigo,Summer,4.9,Yes,Store Pickup,Yes,Yes,24,Debit Card,Quarterly
792,50,Male,Scarf,Accessories,6,2200,13200,Dehradun,S,Magenta,Summer,3.1,Yes,2-Day Shipping,Yes,Yes,32,Debit Card,Fortnightly
793,34,Male,Sneakers,Footwear,2,2250,4500,Agra,M,Violet,Spring,4.2,Yes,Next Day Air,Yes,Yes,3,Credit Card,Weekly
794,24,Male,Pants,Clothing,1,1750,1750,Varanasi,L,Maroon,Summer,3.8,Yes,Free Shipping,Yes,Yes,14,Debit Card,Monthly
795,69,Male,Backpack,Accessories,1,2500,2500,Prayagraj,XL,Yellow,Winter,4.2,Yes,Store Pickup,Yes,Yes,13,Paytm,Fortnightly
796,39,Male,Sandals,Footwear,1,1300,1300,Gwalior,M,Beige,Summer,4.6,Yes,Store Pickup,Yes,Yes,8,Credit Card,Annually
797,42,Male,Socks,Clothing,1,3900,3900,Jabalpur,XL,Black,Fall,4,Yes,2-Day Shipping,Yes,Yes,48,Debit Card,Annually
798,42,Male,Coat,Outerwear,1,4100,4100,Raipur,M,Violet,Fall,4,Yes,2-Day Shipping,Yes,Yes,8,Cash on Delivery,Weekly
799,29,Male,Socks,Clothing,1,1950,1950,Goa,M,Violet,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,23,Net Banking,Every 3 Months
800,55,Male,Belt,Accessories,3,2750,8250,Udaipur,L,Brown,Summer,,Yes,Free Shipping,Yes,Yes,13,Amazon Pay,Annually
801,32,Male,Socks,Clothing,1,1000,1000,Jodhpur,S,Gold,Summer,2.6,Yes,Free Shipping,Yes,Yes,3,EMI,Every 3 Months
802,25,Male,Belt,Accessories,1,1450,1450,Rajkot,L,Blue,Fall,4.9,Yes,Express,Yes,Yes,29,UPI,Fortnightly
803,38,Male,Pants,Clothing,1,2050,2050,Vadodara,M,Teal,Winter,3.5,Yes,Next Day Air,Yes,Yes,21,PhonePe,Weekly
804,32,Male,Shorts,Clothing,3,1900,5700,Siliguri,L,Silver,Winter,2.8,Yes,Express,Yes,Yes,7,Google Pay,Every 3 Months
805,43,Male,Boots,Footwear,1,2350,2350,Guwahati,M,Maroon,Summer,2.6,Yes,Store Pickup,Yes,Yes,27,Paytm,Quarterly
806,41,Male,Dress,Clothing,1,1500,1500,Imphal,L,White,Summer,3.7,Yes,Next Day Air,Yes,Yes,29,Credit Card,Monthly
807,56,Male,Jeans,Clothing,1,2800,2800,Aizawl,L,Charcoal,Summer,2.7,Yes,Standard,Yes,Yes,14,Debit Card,Quarterly
808,27,Male,T-shirt,Clothing,3,4450,13350,Shillong,S,Brown,Winter,3.3,Yes,Express,Yes,Yes,4,Cash,Weekly
809,46,Male,Shoes,Footwear,1,4800,4800,Patna,L,Lavender,Fall,4.6,Yes,Next Day Air,Yes,Yes,38,UPI,Every 3 Months
810,48,Male,Boots,Footwear,1,4050,4050,Ranchi,M,Violet,Fall,4.9,Yes,Next Day Air,Yes,Yes,6,PhonePe,Bi-Weekly
811,52,Male,Scarf,Accessories,2,4150,8300,Bhubaneswar,S,Lavender,Fall,4.9,Yes,Store Pickup,Yes,Yes,31,Google Pay,Bi-Weekly
812,18,Male,Sneakers,Footwear,1,1750,1750,Visakhapatnam,M,Green,Winter,2.7,Yes,Free Shipping,Yes,Yes,28,Paytm,Quarterly
813,64,Male,Boots,Footwear,1,2800,2800,Vijayawada,M,Olive,Summer,3.2,Yes,Standard,Yes,Yes,45,Credit Card,Weekly
814,54,Male,Handbag,Accessories,1,2250,2250,Kochi,S,Olive,Summer,2.9,Yes,Store Pickup,Yes,Yes,20,Debit Card,Annually
815,31,Male,Shirt,Clothing,3,3100,9300,Thiruvananthapuram,M,Pink,Winter,3.8,Yes,Express,Yes,Yes,32,Net Banking,Monthly
816,30,Male,Hat,Accessories,3,4200,12600,Coimbatore,L,Teal,Spring,3,Yes,Next Day Air,Yes,Yes,27,Amazon Pay,Bi-Weekly
817,26,Male,Sweater,Clothing,3,1200,3600,Madurai,L,Cyan,Summer,3.9,Yes,Store Pickup,Yes,Yes,34,EMI,Monthly
818,25,Male,Handbag,Accessories,3,1050,3150,Mysuru,S,Gray,Spring,4.7,Yes,Store Pickup,Yes,Yes,30,Cash,Fortnightly
819,59,Male,Shirt,Clothing,1,4550,4550,Mangaluru,M,Peach,Winter,4.9,Yes,Store Pickup,Yes,Yes,46,Debit Card,Monthly
820,55,Male,Sunglasses,Accessories,3,1800,5400,Nashik,S,Teal,Winter,4.8,Yes,Next Day Air,Yes,Yes,31,Debit Card,Quarterly
821,56,Male,Sneakers,Footwear,1,1950,1950,Aurangabad,M,Turquoise,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,33,Credit Card,Monthly
822,62,Male,Hoodie,Clothing,1,1950,1950,Kolhapur,M,Green,Spring,3.9,Yes,Standard,Yes,Yes,41,Credit Card,Bi-Weekly
823,35,Male,Shirt,Clothing,3,2950,8850,Thane,L,Magenta,Winter,3.4,Yes,Standard,Yes,Yes,35,Credit Card,Annually
824,51,Male,Sunglasses,Accessories,2,1350,2700,Navi Mumbai,M,Green,Winter,2.5,Yes,Free Shipping,Yes,Yes,35,Debit Card,Quarterly
825,61,Male,Blouse,Clothing,3,4700,14100,Vasai-Virar,M,White,Spring,3,Yes,Store Pickup,Yes,Yes,50,Credit Card,Quarterly
826,27,Male,Belt,Accessories,1,4700,4700,Kalyan-Dombivli,XL,Brown,Fall,3.6,Yes,Next Day Air,Yes,Yes,50,Credit Card,Monthly
827,54,Male,Dress,Clothing,1,4700,4700,Noida,M,Purple,Winter,3.6,Yes,Standard,Yes,Yes,46,Debit Card,Weekly
828,31,Male,Shoes,Footwear,2,2550,5100,Gurugram,S,Green,Fall,4.1,Yes,Free Shipping,Yes,Yes,2,Cash,Fortnightly
829,24,Male,Socks,Clothing,3,3100,9300,Faridabad,M,Peach,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,46,UPI,Bi-Weekly
830,42,Male,Socks,Clothing,1,2850,2850,Ghaziabad,S,Silver,Spring,,Yes,2-Day Shipping,Yes,Yes,18,PhonePe,Fortnightly
831,41,Male,Shorts,Clothing,3,3800,11400,Chandigarh,M,Maroon,Fall,4.2,Yes,Express,Yes,Yes,12,Google Pay,Annually
832,66,Male,Gloves,Accessories,3,3150,9450,Ludhiana,M,Red,Summer,4.3,Yes,Express,Yes,Yes,48,Paytm,Every 3 Months
833,58,Male,Jacket,Outerwear,2,4000,8000,Amritsar,L,Blue,Fall,2.5,Yes,Express,Yes,Yes,40,Credit Card,Bi-Weekly
834,43,Male,Handbag,Accessories,1,3400,3400,Jammu,M,Purple,Fall,3.5,Yes,Standard,Yes,Yes,37,Debit Card,Annually
835,52,Male,Backpack,Accessories,2,4450,8900,Srinagar,M,Indigo,Summer,3.1,Yes,Free Shipping,Yes,Yes,30,Net Banking,Weekly
